tracking_id,shipment_id,status,location,updated_at
46833,20281,Dispatched,South Kristin,2025-01-26 17:37:45
46834,9650,In Transit,New Wendy,2025-01-15 02:12:49
46835,24142,Delivered,North Lisa,2025-01-12 21:52:09
46836,24370,Out for Delivery,Rachelborough,2025-01-24 04:02:26
46837,19444,In Transit,North Jeffreyhaven,2025-01-10 17:21:21
46838,22992,Out for Delivery,Aaronfort,2025-01-18 22:15:51
46839,8899,Dispatched,Davismouth,2025-01-25 14:05:53
46840,23196,Dispatched,New Mary,2025-01-21 00:59:19
46841,15931,In Transit,Briannaside,2025-01-25 21:03:43
46842,13399,Delivered,New Benjamin,2025-01-26 16:56:32
46843,12442,Dispatched,Lake Clifford,2025-01-22 10:30:00
46844,4643,Dispatched,Coxstad,2025-01-06 01:26:26
46845,10841,Dispatched,Fisherland,2025-01-01 17:31:10
46846,6685,Out for Delivery,Mendezland,2025-01-24 21:30:08
46847,6758,In Transit,Tannerfort,2025-01-24 23:11:56
46848,12636,In Transit,Dennisbury,2025-01-17 13:26:57
46849,20807,Delivered,North Jennifer,2025-01-21 17:48:49
46850,17154,Delivered,Bradymouth,2025-01-18 14:24:14
46851,13782,Out for Delivery,Watsonfurt,2025-01-01 23:22:06
46852,11670,Out for Delivery,Seanmouth,2025-01-13 18:10:21
46853,1398,Dispatched,Murphyview,2025-01-16 17:16:57
46854,10490,Delivered,Emilyberg,2025-01-30 14:42:51
46855,10731,Delivered,West Arthurburgh,2025-01-23 07:18:25
46856,11770,Delivered,Thomaschester,2025-01-15 09:45:48
46857,5453,Delivered,New Darin,2025-01-22 03:18:20
46858,4658,Out for Delivery,Tonybury,2025-01-10 21:20:19
46859,17241,Out for Delivery,South Justinchester,2025-01-20 23:13:44
46860,5986,Out for Delivery,Goodtown,2025-01-10 20:30:03
46861,22510,Out for Delivery,Franklintown,2025-01-25 16:51:59
46862,16584,In Transit,Townsendburgh,2025-01-15 13:13:47
46863,1038,Dispatched,West Jessehaven,2025-01-10 02:57:09
46864,17619,In Transit,Stephaniestad,2025-01-19 17:56:44
46865,22461,Dispatched,Lauraton,2025-01-02 02:37:08
46866,23333,In Transit,Samanthaborough,2025-01-01 21:16:16
46867,16475,Out for Delivery,Autumnside,2025-01-14 15:09:54
46868,8742,Dispatched,Lake Natasha,2025-01-10 10:05:48
46869,9687,In Transit,New Jonathan,2025-01-12 17:56:52
46870,15305,In Transit,Brandifort,2025-01-04 14:46:31
46871,21963,In Transit,Port Timothyview,2025-01-21 08:36:18
46872,14331,Delivered,East Samanthamouth,2025-01-11 04:16:56
46873,14165,In Transit,West Michaelburgh,2025-01-29 02:32:47
46874,17631,Out for Delivery,Vasquezbury,2025-01-24 16:41:14
46875,616,Dispatched,Port Juanton,2025-01-23 20:57:55
46876,16463,Delivered,New Andrew,2025-01-29 02:12:08
46877,14647,Out for Delivery,East Margaretburgh,2025-01-16 04:55:13
46878,8033,Out for Delivery,Nicholasburgh,2025-01-25 23:36:05
46879,412,Delivered,Davidfurt,2025-01-04 07:14:11
46880,22110,In Transit,West Stevenborough,2025-01-20 01:29:12
46881,6050,Delivered,Nguyenville,2025-01-18 06:16:26
46882,8356,Out for Delivery,Connerbury,2025-01-01 14:16:41
46883,1569,Delivered,East Christopher,2025-01-01 03:36:24
46884,16812,Delivered,Garciafort,2025-01-03 00:42:10
46885,24100,In Transit,Melissaton,2025-01-21 17:25:06
46886,12903,Dispatched,Stanleyview,2025-01-02 16:10:42
46887,14683,Dispatched,North Shannon,2025-01-11 09:25:06
46888,21348,Delivered,Billyfort,2025-01-26 03:13:56
46889,20332,Dispatched,Wardland,2025-01-30 02:06:00
46890,5060,Dispatched,Port Jennifershire,2025-01-20 23:09:38
46891,4497,Delivered,Robertland,2025-01-22 22:42:05
46892,11353,Out for Delivery,New Ashleyhaven,2025-01-18 11:31:19
46893,15508,Delivered,Josephmouth,2025-01-03 04:14:22
46894,9567,In Transit,West Anthony,2025-01-24 19:38:44
46895,21406,Out for Delivery,Goodmanmouth,2025-01-04 10:33:14
46896,1745,Dispatched,Priceberg,2025-01-12 22:23:12
46897,14021,In Transit,Manningville,2025-01-25 02:38:30
46898,4051,In Transit,Port Jennifer,2025-01-14 22:47:05
46899,637,In Transit,North Melissa,2025-01-20 11:46:14
46900,8719,Dispatched,North Cassandraborough,2025-01-24 06:20:24
46901,16303,In Transit,Lake Summerberg,2025-01-25 20:01:59
46902,413,Out for Delivery,Lake Samuel,2025-01-13 18:36:13
46903,18688,Out for Delivery,Walkermouth,2025-01-28 20:33:32
46904,10915,Dispatched,Martinezmouth,2025-01-29 06:37:41
46905,13961,Dispatched,Keithview,2025-01-11 11:04:17
46906,14564,Out for Delivery,Cortezhaven,2025-01-26 05:32:32
46907,22310,Delivered,Whitneyfurt,2025-01-26 16:00:56
46908,13235,Dispatched,South Renee,2025-01-03 20:24:28
46909,11072,Delivered,West Karenton,2025-01-10 05:08:03
46910,16503,Delivered,Alexanderberg,2025-01-11 23:24:17
46911,2658,Delivered,Beckyhaven,2025-01-02 22:16:44
46912,21747,Delivered,Port Sonyaview,2025-01-07 14:57:04
46913,19555,Delivered,South John,2025-01-15 03:49:05
46914,2114,In Transit,Wrightside,2025-01-19 16:55:22
46915,505,In Transit,North Richardtown,2025-01-23 23:48:57
46916,12055,Dispatched,North Dominiquetown,2025-01-09 01:11:51
46917,24884,In Transit,Lake Bryanfort,2025-01-30 03:43:25
46918,20836,Delivered,Ebonyton,2025-01-19 13:29:29
46919,7989,Delivered,North Danielhaven,2025-01-02 13:04:31
46920,15440,Dispatched,Rosariohaven,2025-01-25 07:11:39
46921,19294,In Transit,Byrdberg,2025-01-01 02:38:37
46922,17149,In Transit,Harrisstad,2025-01-02 20:20:38
46923,14995,Out for Delivery,Victoriabury,2025-01-18 21:44:59
46924,23231,In Transit,South Elizabethhaven,2025-01-15 07:46:51
46925,11212,Out for Delivery,Monroeshire,2025-01-03 09:09:29
46926,21752,Delivered,Darrellhaven,2025-01-07 02:28:02
46927,8374,Delivered,Gardnerburgh,2025-01-17 22:24:24
46928,17237,Dispatched,Coxmouth,2025-01-26 15:26:30
46929,15031,Delivered,Port Mary,2025-01-24 23:11:40
46930,19950,Dispatched,New Paulside,2025-01-11 10:41:36
46931,6655,Dispatched,Romerotown,2025-01-23 17:30:21
46932,1443,Out for Delivery,New Larrybury,2025-01-22 00:03:25
46933,23017,Dispatched,West Maryview,2025-01-02 07:06:23
46934,4538,Dispatched,East Amandaport,2025-01-12 01:22:01
46935,21079,Delivered,Merritthaven,2025-01-09 23:30:11
46936,5538,Dispatched,East Joelbury,2025-01-17 05:50:21
46937,14388,Delivered,Johnshire,2025-01-09 11:07:20
46938,9221,Delivered,East Betty,2025-01-02 00:05:18
46939,233,Delivered,West Steven,2025-01-14 16:27:34
46940,8048,Dispatched,Victorburgh,2025-01-30 04:53:40
46941,16218,In Transit,Campbellmouth,2025-01-07 16:08:25
46942,4948,Dispatched,South Paulaton,2025-01-24 11:43:58
46943,24795,Delivered,South Keith,2025-01-19 14:22:07
46944,1057,In Transit,Port Lukefurt,2025-01-19 07:41:24
46945,5800,Dispatched,Turnermouth,2025-01-26 21:47:15
46946,23470,Dispatched,Lake Barbarashire,2025-01-24 11:41:17
46947,17174,Dispatched,Mitchellport,2025-01-09 10:00:12
46948,19535,Delivered,New Williammouth,2025-01-06 01:59:07
46949,17701,Delivered,New Richardborough,2025-01-06 18:16:39
46950,22979,Out for Delivery,Batesside,2025-01-16 20:02:21
46951,23965,Dispatched,Garciaberg,2025-01-22 10:39:29
46952,17689,Out for Delivery,Sanchezchester,2025-01-14 17:56:58
46953,24160,In Transit,West Frank,2025-01-12 05:10:49
46954,1891,In Transit,North Jacobbury,2025-01-09 17:15:29
46955,12179,Out for Delivery,West Sarahport,2025-01-10 07:14:29
46956,16945,Out for Delivery,Websterchester,2025-01-30 02:06:55
46957,20338,Delivered,Davidtown,2025-01-19 05:35:13
46958,17660,In Transit,Mariaborough,2025-01-21 12:22:53
46959,24217,In Transit,North Zoefort,2025-01-03 02:00:46
46960,3949,Dispatched,Ronaldmouth,2025-01-22 12:31:58
46961,20860,Dispatched,Myersside,2025-01-22 15:38:17
46962,1097,Delivered,Amymouth,2025-01-06 10:51:40
46963,5740,Dispatched,North Blakechester,2025-01-10 02:12:52
46964,14859,Delivered,Port Brittanyburgh,2025-01-26 01:58:02
46965,6662,Dispatched,North Juan,2025-01-22 15:22:28
46966,13160,In Transit,Wyattside,2025-01-13 02:01:48
46967,18795,Dispatched,North Michaelstad,2025-01-18 21:29:30
46968,17792,Delivered,West Kimberlyberg,2025-01-12 13:40:46
46969,22911,In Transit,North Susan,2025-01-29 01:48:11
46970,11756,Delivered,Bakerfort,2025-01-24 10:48:45
46971,6627,Dispatched,Port Elijah,2025-01-11 03:55:20
46972,18923,Dispatched,South Tina,2025-01-18 23:35:59
46973,9406,Dispatched,Raymondmouth,2025-01-14 22:23:46
46974,10383,In Transit,South Catherineside,2025-01-13 00:59:47
46975,13035,Delivered,Joymouth,2025-01-22 17:06:30
46976,22592,Out for Delivery,Hallchester,2025-01-15 13:17:50
46977,18001,Dispatched,Wesleyborough,2025-01-02 03:33:52
46978,17965,Delivered,Mooreside,2025-01-19 05:25:16
46979,10242,In Transit,West Kimberlyburgh,2025-01-29 06:53:11
46980,7,In Transit,Scottburgh,2025-01-17 09:48:06
46981,19133,In Transit,Jasonborough,2025-01-18 11:29:49
46982,6738,In Transit,West Alexandra,2025-01-12 23:45:30
46983,4747,In Transit,East Steve,2025-01-16 22:37:35
46984,4458,Dispatched,Rosalesberg,2025-01-07 03:15:43
46985,5620,Delivered,New Michelleview,2025-01-04 04:31:10
46986,18110,Dispatched,Fletcherfurt,2025-01-06 02:00:59
46987,10791,Delivered,Braunchester,2025-01-23 23:18:53
46988,23632,Delivered,Shafferland,2025-01-10 20:47:28
46989,12857,Delivered,Lake Nicoleport,2025-01-14 21:39:43
46990,6106,Dispatched,Myersborough,2025-01-15 23:17:30
46991,14439,Out for Delivery,South Summerside,2025-01-13 21:44:27
46992,1657,Dispatched,North Marystad,2025-01-29 21:13:00
46993,12192,In Transit,North Justin,2025-01-21 14:08:33
46994,5120,Delivered,New Justinhaven,2025-01-29 11:22:00
46995,24099,Dispatched,East Angela,2025-01-05 06:21:06
46996,9960,In Transit,Deniseport,2025-01-21 08:59:22
46997,4678,Delivered,Moniquefurt,2025-01-03 08:20:30
46998,13190,Delivered,Barberport,2025-01-16 14:41:01
46999,11507,Out for Delivery,New Meghan,2025-01-18 13:42:49
47000,2240,In Transit,West Biancaton,2025-01-16 04:50:13
47001,20591,Dispatched,Port Stephanie,2025-01-24 15:40:51
47002,3636,Dispatched,Port Angela,2025-01-27 11:48:13
47003,15702,Delivered,Waynehaven,2025-01-01 15:03:49
47004,14265,Dispatched,Davidbury,2025-01-23 17:31:54
47005,10854,In Transit,Castillostad,2025-01-02 12:45:55
47006,23347,Dispatched,Lake Maryside,2025-01-16 01:37:38
47007,13959,Out for Delivery,Lake Racheltown,2025-01-15 23:54:44
47008,16064,Delivered,Lake Patrick,2025-01-24 02:55:14
47009,18111,Delivered,Kelleyhaven,2025-01-01 16:35:19
47010,17524,Out for Delivery,Browntown,2025-01-24 22:35:27
47011,2795,In Transit,Lewisview,2025-01-22 01:28:27
47012,13963,Dispatched,Hardyton,2025-01-03 16:06:28
47013,24262,Dispatched,Levyland,2025-01-11 03:14:15
47014,15923,In Transit,Port Codyport,2025-01-18 10:25:47
47015,15691,Dispatched,New Brandonside,2025-01-28 23:06:54
47016,23075,In Transit,West Jesusport,2025-01-19 07:24:55
47017,21460,Dispatched,Rebeccatown,2025-01-02 08:46:41
47018,8106,Out for Delivery,Calderonburgh,2025-01-21 07:59:07
47019,14948,Delivered,Colinburgh,2025-01-03 05:40:05
47020,18788,Out for Delivery,Jeremyside,2025-01-03 19:32:17
47021,12467,Out for Delivery,East Julieview,2025-01-16 16:35:11
47022,9966,Dispatched,South Jennifer,2025-01-01 23:53:16
47023,171,Delivered,East Christine,2025-01-06 03:32:30
47024,13188,Dispatched,South Donald,2025-01-28 23:24:04
47025,17471,Dispatched,East Cherylville,2025-01-05 06:21:30
47026,16656,Out for Delivery,New Charles,2025-01-11 02:58:06
47027,24362,In Transit,Sanchezborough,2025-01-22 23:52:24
47028,18833,Dispatched,Port Samanthahaven,2025-01-01 03:49:43
47029,13707,Dispatched,West Suzanne,2025-01-11 16:55:09
47030,11380,Delivered,Lake Jeff,2025-01-28 04:48:06
47031,22445,Dispatched,Smithside,2025-01-11 11:23:23
47032,22587,Out for Delivery,Port Keith,2025-01-10 21:03:05
47033,373,Dispatched,East Kristenborough,2025-01-03 09:42:45
47034,12550,Dispatched,Jonathanport,2025-01-08 06:54:28
47035,13039,Dispatched,Smithshire,2025-01-05 05:26:58
47036,1109,Delivered,Wendyborough,2025-01-07 05:57:44
47037,6542,Delivered,Obrienland,2025-01-04 10:33:48
47038,9693,Delivered,New Heather,2025-01-12 20:18:20
47039,3964,Out for Delivery,Sarahview,2025-01-10 18:37:23
47040,19522,In Transit,Vargasview,2025-01-23 20:02:33
47041,11983,Dispatched,East Keith,2025-01-29 07:04:04
47042,12006,Delivered,New Alexhaven,2025-01-25 17:30:11
47043,11407,In Transit,South Jennifer,2025-01-28 18:28:48
47044,17376,In Transit,Thompsonview,2025-01-28 16:23:27
47045,9771,Dispatched,Daniellebury,2025-01-15 02:02:11
47046,13825,Delivered,West Adamville,2025-01-16 06:23:56
47047,20309,Dispatched,West Rachelville,2025-01-20 02:58:39
47048,21272,In Transit,Pricetown,2025-01-16 23:48:14
47049,16507,Delivered,West Paulstad,2025-01-01 09:40:11
47050,22165,Delivered,Lisabury,2025-01-14 22:57:39
47051,10425,In Transit,Lake Scott,2025-01-04 18:46:54
47052,2123,Delivered,Cassieside,2025-01-06 21:59:47
47053,16630,Delivered,Sydneytown,2025-01-26 21:41:40
47054,8193,Dispatched,Andrewburgh,2025-01-27 22:27:37
47055,18336,Out for Delivery,Port Richard,2025-01-28 16:40:16
47056,9416,Out for Delivery,North Stevenfort,2025-01-05 01:16:50
47057,17734,In Transit,Adrianamouth,2025-01-04 11:34:56
47058,20989,Delivered,Port Natasha,2025-01-25 14:22:19
47059,10638,Delivered,Smithland,2025-01-17 09:24:41
47060,16185,Dispatched,North Jacob,2025-01-30 01:30:53
47061,18283,Delivered,North Alexander,2025-01-23 21:13:49
47062,5249,Out for Delivery,East Erika,2025-01-03 19:55:16
47063,15511,Delivered,Hannahshire,2025-01-10 22:41:40
47064,12412,Delivered,East Catherine,2025-01-07 12:02:55
47065,19154,In Transit,Port Gina,2025-01-02 17:46:41
47066,17312,Out for Delivery,Lake Jeffrey,2025-01-09 21:41:33
47067,11045,Out for Delivery,West Carlos,2025-01-17 18:09:07
47068,17907,Out for Delivery,South Jerometon,2025-01-03 04:23:52
47069,17419,In Transit,Port Gregorychester,2025-01-03 15:20:49
47070,10048,Dispatched,Robertsonshire,2025-01-19 14:46:42
47071,16886,Dispatched,Kendrafurt,2025-01-20 01:48:56
47072,22520,Dispatched,Lake Kathyport,2025-01-12 10:16:22
47073,1957,In Transit,Ronaldhaven,2025-01-03 15:59:05
47074,14668,Dispatched,Lake Teresaborough,2025-01-07 14:41:29
47075,11547,In Transit,East Allison,2025-01-16 14:54:48
47076,329,Out for Delivery,Beckerbury,2025-01-23 02:14:35
47077,1907,Dispatched,North Allenberg,2025-01-25 20:16:29
47078,12557,Delivered,Oconnorfort,2025-01-01 04:51:35
47079,19247,In Transit,Lake Sarahhaven,2025-01-02 11:43:23
47080,10473,Dispatched,Mariemouth,2025-01-02 12:05:24
47081,18752,Delivered,Morganfurt,2025-01-06 06:59:18
47082,5794,In Transit,Smithburgh,2025-01-10 06:43:23
47083,9506,In Transit,Lake James,2025-01-23 06:29:17
47084,1516,In Transit,Lake Matthewton,2025-01-14 04:35:50
47085,21420,Dispatched,Simmonsmouth,2025-01-28 23:52:58
47086,13616,Dispatched,Lake Jessicaburgh,2025-01-30 03:47:11
47087,5306,Delivered,Jamesbury,2025-01-20 04:27:39
47088,2760,Delivered,Lake Gregoryberg,2025-01-12 23:58:48
47089,7827,In Transit,Shannonside,2025-01-18 12:10:04
47090,23269,Dispatched,Hubbardstad,2025-01-26 04:40:56
47091,2208,Dispatched,Denisetown,2025-01-21 10:37:00
47092,18531,Dispatched,North Melaniebury,2025-01-13 00:39:52
47093,1616,Out for Delivery,Bradfordmouth,2025-01-05 21:26:33
47094,15030,Out for Delivery,Brandtchester,2025-01-29 19:25:08
47095,7850,In Transit,Vargastown,2025-01-21 06:48:37
47096,18754,In Transit,South Amanda,2025-01-25 18:32:03
47097,14259,In Transit,West Dawnside,2025-01-22 18:11:05
47098,5245,Dispatched,Beltranhaven,2025-01-13 09:22:03
47099,6192,In Transit,Olsontown,2025-01-29 13:37:46
47100,21796,In Transit,Houstonmouth,2025-01-18 04:03:38
47101,20167,Dispatched,South Diane,2025-01-01 06:07:10
47102,20720,In Transit,Fritzport,2025-01-08 02:17:08
47103,7412,In Transit,Lake Pamelashire,2025-01-03 13:29:16
47104,5261,Dispatched,New Cassie,2025-01-29 07:26:30
47105,15689,In Transit,New Matthewchester,2025-01-29 17:05:46
47106,12358,Dispatched,Salazarton,2025-01-16 19:21:32
47107,24599,Delivered,Jacquelineborough,2025-01-25 09:37:03
47108,6028,Out for Delivery,Caseyhaven,2025-01-26 11:53:05
47109,2721,Delivered,East Hollymouth,2025-01-24 06:48:32
47110,12059,Dispatched,Richardport,2025-01-17 00:05:42
47111,15796,Delivered,Lake Douglas,2025-01-26 18:23:03
47112,14197,In Transit,Lake Jeffery,2025-01-25 23:19:18
47113,14404,Out for Delivery,Brittanyview,2025-01-22 18:57:28
47114,12145,In Transit,Brandonborough,2025-01-30 01:11:30
47115,8328,In Transit,West Adrianland,2025-01-19 23:02:07
47116,925,Out for Delivery,Lake Robertville,2025-01-27 07:53:23
47117,24604,Dispatched,West Shane,2025-01-15 03:04:44
47118,4064,Delivered,Abigailside,2025-01-19 08:44:08
47119,4006,Delivered,New Geoffrey,2025-01-26 20:13:41
47120,10438,Out for Delivery,South Andrewport,2025-01-30 14:21:43
47121,17051,Dispatched,New Cameronburgh,2025-01-23 11:33:42
47122,11641,Delivered,South Stephanie,2025-01-04 04:38:21
47123,5642,Dispatched,North Jeffery,2025-01-04 00:14:25
47124,17560,Out for Delivery,Rosstown,2025-01-01 20:55:10
47125,21783,Out for Delivery,West Ricky,2025-01-28 14:48:08
47126,12579,In Transit,New Erin,2025-01-26 21:40:56
47127,7415,In Transit,West Robert,2025-01-28 03:03:43
47128,8261,Out for Delivery,Calebton,2025-01-11 03:37:56
47129,12415,In Transit,New Stevenport,2025-01-16 18:55:05
47130,23077,Delivered,Ritaland,2025-01-13 04:05:50
47131,21639,Dispatched,Gordonbury,2025-01-06 16:43:55
47132,6679,Out for Delivery,Matthewborough,2025-01-11 12:09:07
47133,11431,Dispatched,Claytonburgh,2025-01-15 21:34:25
47134,5606,In Transit,Lisamouth,2025-01-01 22:07:37
47135,9633,Delivered,Jimmystad,2025-01-17 13:47:35
47136,12978,Dispatched,Stephanieberg,2025-01-22 19:10:29
47137,23779,In Transit,Angelaborough,2025-01-02 11:34:39
47138,13204,In Transit,North Debbie,2025-01-22 16:36:07
47139,13300,Out for Delivery,Brittneyborough,2025-01-22 11:28:25
47140,22745,In Transit,Port Luisstad,2025-01-24 20:16:38
47141,19596,Delivered,South Donnamouth,2025-01-25 22:13:26
47142,23808,Dispatched,New Sheryl,2025-01-24 08:04:29
47143,18733,Dispatched,South Holly,2025-01-01 01:24:54
47144,7844,In Transit,Port Stacey,2025-01-27 21:33:52
47145,23393,Delivered,West Michelleville,2025-01-23 09:25:34
47146,18751,Dispatched,Port Phillipmouth,2025-01-29 07:43:41
47147,16728,Delivered,North Jonathan,2025-01-11 20:06:23
47148,10264,Delivered,North Louis,2025-01-10 11:03:26
47149,7282,In Transit,East Cynthiachester,2025-01-07 11:41:56
47150,1174,Delivered,South Sandramouth,2025-01-19 14:50:10
47151,4916,Dispatched,Port Donald,2025-01-23 05:36:47
47152,12312,Out for Delivery,Gabriellahaven,2025-01-29 04:26:53
47153,18147,In Transit,East Jerry,2025-01-29 01:57:51
47154,4845,Delivered,Port Benjamin,2025-01-16 02:54:20
47155,1772,Delivered,Port Aaronbury,2025-01-03 09:39:37
47156,9656,Out for Delivery,South Aarontown,2025-01-23 18:10:29
47157,15419,Dispatched,Ashleyberg,2025-01-01 08:23:13
47158,23608,Out for Delivery,Kristenborough,2025-01-18 02:59:38
47159,18883,In Transit,Jameschester,2025-01-10 06:20:22
47160,13103,Delivered,West Jennifer,2025-01-27 09:04:50
47161,15550,Dispatched,Lake Kimberly,2025-01-16 08:02:27
47162,5796,Out for Delivery,South Michelle,2025-01-02 01:36:29
47163,16476,In Transit,Matthewburgh,2025-01-30 10:01:07
47164,13337,Out for Delivery,East Lori,2025-01-19 19:36:54
47165,20094,Delivered,South Jameshaven,2025-01-13 17:10:50
47166,14385,In Transit,Brandonberg,2025-01-13 01:03:09
47167,10254,Dispatched,West Jessicaton,2025-01-26 22:42:50
47168,16631,Delivered,East Ginamouth,2025-01-16 09:07:35
47169,18581,Out for Delivery,Lisaville,2025-01-25 01:20:57
47170,11501,Out for Delivery,Theresachester,2025-01-13 16:50:51
47171,18559,Out for Delivery,Allenport,2025-01-09 18:27:47
47172,4751,In Transit,Dianeberg,2025-01-18 20:49:06
47173,15156,Out for Delivery,South Michaelburgh,2025-01-29 15:20:59
47174,12427,Delivered,North Kathrynmouth,2025-01-12 22:49:30
47175,10723,Delivered,Oliverton,2025-01-09 07:54:57
47176,9346,Out for Delivery,Chavezton,2025-01-23 05:34:15
47177,6017,In Transit,Lake Mandyfort,2025-01-06 06:59:09
47178,9317,Delivered,West Brian,2025-01-01 21:23:27
47179,4800,Out for Delivery,Lake Eric,2025-01-30 15:05:35
47180,18865,Delivered,North Justin,2025-01-29 21:07:09
47181,14028,In Transit,Tuckerberg,2025-01-29 07:18:09
47182,14922,Dispatched,Patriciafort,2025-01-20 21:13:12
47183,8252,Delivered,Hensonberg,2025-01-11 01:54:54
47184,6941,In Transit,Evanview,2025-01-22 17:49:53
47185,13185,In Transit,West Johnport,2025-01-04 12:43:44
47186,8695,In Transit,Terrichester,2025-01-17 11:41:49
47187,10282,Dispatched,New Cynthiachester,2025-01-24 09:13:45
47188,3655,Dispatched,Rhodesfort,2025-01-18 12:50:23
47189,19186,Delivered,Cameronland,2025-01-02 02:02:03
47190,8746,Delivered,West Matthewburgh,2025-01-14 07:06:27
47191,7016,In Transit,South Andreaville,2025-01-21 12:30:32
47192,1797,In Transit,East Teresa,2025-01-03 04:01:59
47193,6755,In Transit,North Matthewport,2025-01-18 16:22:25
47194,11764,Out for Delivery,Gordonbury,2025-01-23 22:13:25
47195,5818,In Transit,New Sarahton,2025-01-18 08:00:07
47196,9922,Delivered,Jeffreyborough,2025-01-17 02:36:08
47197,14408,Out for Delivery,South Joseph,2025-01-24 19:28:17
47198,2385,Delivered,South Daniel,2025-01-18 23:51:34
47199,3861,Dispatched,South Walterland,2025-01-30 09:32:46
47200,21979,In Transit,Evansview,2025-01-20 05:51:26
47201,9880,In Transit,Reyesmouth,2025-01-22 08:44:48
47202,18021,Out for Delivery,Davidville,2025-01-14 10:37:31
47203,15368,In Transit,South Robin,2025-01-02 23:21:47
47204,389,Out for Delivery,East Teresa,2025-01-04 03:02:49
47205,12256,In Transit,Port Makayla,2025-01-10 18:08:22
47206,21541,Out for Delivery,New Danielfurt,2025-01-22 05:07:21
47207,18875,In Transit,West Robin,2025-01-03 18:43:30
47208,11474,In Transit,Jamesside,2025-01-01 11:09:41
47209,8831,Out for Delivery,Gregoryburgh,2025-01-12 20:07:31
47210,9805,Delivered,Melissaberg,2025-01-11 08:13:02
47211,16858,In Transit,Miafort,2025-01-23 22:02:23
47212,8817,In Transit,Hardyhaven,2025-01-11 23:44:24
47213,23753,Dispatched,New Michaela,2025-01-30 04:39:23
47214,17840,Out for Delivery,South Markbury,2025-01-29 10:39:51
47215,23654,Delivered,South Christinaview,2025-01-03 13:28:04
47216,6034,Out for Delivery,Jordanfurt,2025-01-18 13:48:52
47217,15763,Delivered,Lake Deniseton,2025-01-06 22:37:06
47218,3347,Out for Delivery,Masonport,2025-01-30 10:35:33
47219,11631,Out for Delivery,Petersborough,2025-01-10 08:03:11
47220,19885,Dispatched,North Kathrynhaven,2025-01-17 06:05:23
47221,14235,In Transit,South Donna,2025-01-26 06:07:27
47222,231,Delivered,West Allison,2025-01-18 12:59:28
47223,24899,In Transit,Lake Charles,2025-01-16 12:54:55
47224,2619,Dispatched,Hessville,2025-01-04 23:32:56
47225,3918,Out for Delivery,Riveraberg,2025-01-14 20:32:00
47226,6988,Delivered,Lake Jessica,2025-01-20 16:04:42
47227,11849,Delivered,North David,2025-01-28 21:51:03
47228,15371,Delivered,Jamesburgh,2025-01-29 21:53:59
47229,9195,Out for Delivery,South Emily,2025-01-09 23:48:20
47230,21726,Delivered,Kennedymouth,2025-01-07 02:25:09
47231,19747,In Transit,New James,2025-01-09 10:22:14
47232,1107,In Transit,Christopherton,2025-01-26 03:31:16
47233,21435,Dispatched,Lake Kirkstad,2025-01-25 06:28:30
47234,15863,In Transit,Lake Elizabethville,2025-01-02 20:14:05
47235,10073,Out for Delivery,Vazquezport,2025-01-08 05:47:30
47236,22412,Out for Delivery,Dannyville,2025-01-28 17:31:47
47237,5644,In Transit,Rileyville,2025-01-21 06:45:54
47238,1413,In Transit,New Melinda,2025-01-26 00:26:05
47239,22213,In Transit,Gutierrezbury,2025-01-16 23:48:02
47240,503,Delivered,New Dean,2025-01-29 06:49:00
47241,7078,Dispatched,Cardenasside,2025-01-06 13:30:37
47242,19756,Delivered,East Mathew,2025-01-07 05:23:03
47243,1074,In Transit,Watsontown,2025-01-17 19:18:44
47244,7263,Out for Delivery,Anthonyport,2025-01-16 11:01:36
47245,10481,Delivered,New Micheleville,2025-01-16 15:05:15
47246,16866,Dispatched,Jacobfurt,2025-01-22 11:26:36
47247,9569,Dispatched,Port Kathleen,2025-01-14 13:22:39
47248,6834,In Transit,East Tanya,2025-01-03 10:19:14
47249,1985,Dispatched,Harrisshire,2025-01-26 12:15:52
47250,16797,Out for Delivery,Gallegosberg,2025-01-02 08:18:05
47251,4160,Delivered,Samuelchester,2025-01-09 20:25:41
47252,11603,In Transit,Davidbury,2025-01-30 01:30:28
47253,12425,Dispatched,South Timothy,2025-01-18 20:12:51
47254,23787,Delivered,Port Robert,2025-01-21 15:41:38
47255,11888,Dispatched,Webbshire,2025-01-27 21:10:09
47256,13923,In Transit,Ricardoport,2025-01-30 08:40:08
47257,5229,Delivered,Garymouth,2025-01-15 07:37:22
47258,17156,In Transit,South Albert,2025-01-20 19:49:04
47259,15522,Dispatched,Sandersborough,2025-01-06 07:56:15
47260,9168,Out for Delivery,West Shellyview,2025-01-29 09:34:23
47261,23323,Dispatched,Lanemouth,2025-01-08 22:13:40
47262,22788,Out for Delivery,Port Cameronside,2025-01-29 23:53:06
47263,5802,Delivered,South Steven,2025-01-16 08:12:42
47264,12450,Delivered,Lake Timothyton,2025-01-16 16:23:21
47265,4814,Delivered,Powerston,2025-01-22 04:35:21
47266,12582,Delivered,Johnsonland,2025-01-28 19:42:28
47267,9236,Dispatched,North Davidborough,2025-01-02 15:05:11
47268,5474,Delivered,Greenville,2025-01-11 06:40:06
47269,17257,In Transit,North Carolyn,2025-01-14 21:46:01
47270,721,Dispatched,Hamiltonhaven,2025-01-25 09:31:30
47271,12025,Dispatched,Jonesfort,2025-01-14 01:58:47
