shipment_id,order_id,shipping_method_id,tracking_number,estimated_delivery
20965,9251,4,0bddb46a-8a0c-4827-875d-ef6a2b78aaa9,2025-02-24 05:45:51
20966,15430,4,b2126242-b6da-49d8-bc93-f33e738d9ddd,2025-02-07 16:46:57
20967,19080,2,1e3e39bb-b1dd-4728-ad42-915961d512a1,2025-01-31 19:37:29
20968,23618,5,ecee4580-c801-4bcc-a76c-2d57160fb206,2025-02-27 00:43:34
20969,843,1,5233c6e5-80ae-4003-a640-1694893f3489,2025-02-15 20:17:19
20970,1032,3,b132723c-efe3-46e9-a5b4-47ad2ce4c4b3,2025-02-24 23:00:22
20971,29952,5,3e3d05fc-fc32-4712-ace9-a96f084a5367,2025-02-25 11:00:26
20972,19986,5,59a7453b-bbc2-4bfe-b234-a88b50311b9f,2025-02-27 09:30:46
20973,6451,3,cc328340-833d-468b-ba81-4d50ead4a410,2025-02-08 06:00:57
20974,12357,5,97d91f67-5970-443c-a43c-1cdf1078602a,2025-02-26 14:17:24
20975,27384,2,a1e45bdc-92c2-4619-85eb-fb3f50d8c5e1,2025-02-13 03:29:57
20976,27380,1,3a65379e-a0d4-46e0-a11c-f285529f4015,2025-02-21 00:31:47
20977,20953,3,602e95fc-fe53-454a-aa9e-d71cc42ceaf5,2025-02-01 22:23:03
20978,15694,5,07ae4a75-e098-493c-bbb3-b914050f1292,2025-01-30 21:00:08
20979,28540,3,189bb989-7eae-4587-b3c5-c9678169cf85,2025-02-24 19:40:09
20980,7775,2,af69110f-7731-4629-93a8-b98460c796a1,2025-02-20 13:26:57
20981,8307,1,e3b150bf-031c-4159-9039-4a810d38b95c,2025-02-06 19:49:17
20982,9547,4,c2f63a6d-64b8-4ff1-946a-84d0a8dba4f2,2025-02-25 07:05:49
20983,13493,2,e8f49957-7359-4ba6-af1e-eefed7a51e34,2025-02-27 15:56:34
20984,19135,5,ff6950cf-a103-40ad-8a85-a9ec5e944b3d,2025-02-26 02:30:44
20985,4318,4,f3094d78-b88e-401f-af7d-47651bc60555,2025-02-22 17:53:41
20986,8339,2,6dd30378-f918-4ea8-8b45-e71b56aa55af,2025-02-01 20:23:57
20987,15865,4,cf4bf452-85f8-455a-bdee-a4192d88befa,2025-02-08 22:46:14
20988,16952,4,bdc79f15-afd5-43ba-a006-62a91c003d5a,2025-02-22 21:04:08
20989,16490,4,d3d74e81-afc9-45bc-86c8-690eaeec27d2,2025-02-27 06:34:27
20990,13901,2,74fe2477-4362-4247-9a1e-cb7c7593cba3,2025-02-02 12:16:00
20991,17249,2,756a3fc9-39d1-4fe5-b8c4-27a0c3a8f36d,2025-02-08 16:00:04
20992,19244,3,f193f093-c775-4098-8bd1-cc64b982c12d,2025-02-25 08:58:34
20993,18858,2,b25a36c1-ce5a-43d2-8fe2-961f03e62608,2025-02-02 05:06:57
20994,23417,2,adcddd95-39e0-4af1-9558-bd37aae19d24,2025-02-18 14:43:28
20995,13143,1,d944769d-5a2e-4a81-a540-3556910eab06,2025-02-14 13:13:45
20996,2779,2,908e508b-166f-4c9b-a67f-ee940a0b0803,2025-02-18 04:41:47
20997,5953,2,b180522b-a2f9-4952-b5c6-25d8bae10972,2025-02-27 01:16:17
20998,12857,2,c192b3b0-ad95-4251-acc1-68e865ad7cb6,2025-02-21 14:54:20
20999,15657,3,63afc519-cf6d-43e1-b9c1-e6ff1bf98925,2025-02-19 00:10:44
21000,23719,1,4a3a38d4-dcad-4bec-b579-6caab805992f,2025-02-27 15:07:59
21001,22894,1,dace900a-681b-4772-bfad-6f266bf70568,2025-02-07 08:26:00
21002,29254,4,4e8c213b-47cb-4577-9796-690963ca531a,2025-02-13 13:18:21
21003,22,4,a6f1e72a-1b68-4bff-906a-b2c5de73b803,2025-02-11 13:14:47
21004,21671,2,e32d0d42-4263-4e0c-aa6e-ed78f4a66753,2025-02-22 03:43:32
21005,25508,5,462b8440-4788-4e9d-bb08-f7fceac7d8f0,2025-02-11 20:33:52
21006,19234,4,f47512f7-77f1-4cb2-906f-ce43cf90c8b2,2025-02-12 11:26:46
21007,5619,4,596df828-b966-455a-8304-964c92713b19,2025-02-17 03:11:41
21008,5376,3,40c08c32-4f59-42c6-af03-b9b72a87428d,2025-02-04 11:26:12
21009,4247,1,7ec529df-ed0f-4454-b436-d203456ea99d,2025-01-31 09:04:04
21010,23774,5,182797cd-7f9b-4fc6-9967-11e784023bc0,2025-02-19 04:26:33
21011,11996,4,01f4e3b4-1491-48ca-9eb1-b10398d568e3,2025-02-28 08:08:56
21012,8868,2,c4cd828d-880e-47ba-a104-7be0f34ce323,2025-02-22 09:53:08
21013,19291,2,9ce6729f-297b-49bc-b81b-593d31f0e4ba,2025-02-22 11:24:12
21014,7443,1,6265954a-23b9-4fb6-8d4f-ef27134bf4de,2025-02-27 05:11:22
21015,22033,1,226c0542-a66c-4b6f-89a3-8e92c6a1acf1,2025-02-20 21:41:35
21016,617,1,533d60e6-60fe-4eec-b46b-6b06a0a0052a,2025-02-05 15:16:58
21017,19309,4,68b433e3-e24e-457a-8867-21a6d4a638d6,2025-02-16 04:25:48
21018,17782,1,71125a79-ebe7-427d-b56a-0d69fd17e521,2025-02-10 16:40:07
21019,1652,5,813be6f0-890d-4ff9-b035-05de39983641,2025-02-15 21:54:57
21020,1979,1,c78a9775-b9a4-4f7f-b9ce-6bf432b798c8,2025-02-16 06:28:38
21021,15414,2,0dbc8cc8-b462-4ae3-b222-a8a0e3360368,2025-02-20 11:11:01
21022,5133,5,60177af6-c795-4d96-a223-0d6bc03dd02e,2025-02-10 22:40:21
21023,386,4,06919fa2-9235-4250-9410-518c5783e780,2025-02-11 21:40:09
21024,2217,3,28fd61e8-508c-4dc1-b97e-e0e04dd8a24d,2025-03-01 13:07:24
21025,16469,3,4b022f2f-9f03-4141-b9b5-1dc6e32e647b,2025-02-19 20:09:53
21026,14603,1,31aec6e1-4971-424b-8c6f-28a126712947,2025-02-20 11:31:25
21027,28625,2,571c6df6-d714-440e-ba86-2952049ea099,2025-02-03 05:49:35
21028,8772,4,852c9780-41c1-4755-92b4-5671c85ba21b,2025-02-16 16:50:31
21029,13694,3,e57133de-2ecd-4484-9b1d-c76e8de876a2,2025-02-08 17:15:43
21030,16886,2,81db0228-7c6c-4c08-8d0b-1ccada33752b,2025-01-31 02:42:24
21031,24863,4,2b3801e4-53c5-4192-9357-b9d32a491b86,2025-02-14 03:17:11
21032,2308,3,b4a868b8-189d-4124-adea-68aa4b7637bb,2025-02-02 17:08:29
21033,18378,2,cd27b090-8992-46ed-ad4b-93563bef7dbe,2025-02-01 15:36:56
21034,3561,4,b015d73f-add9-4a31-871a-a4155adde207,2025-02-14 09:55:14
21035,19239,1,3378fc3f-08af-47ff-8a4e-4fa2489592b9,2025-02-05 15:47:50
21036,3278,4,02201706-2504-440a-bda3-9a79506cdea5,2025-02-03 22:36:42
21037,9988,4,659357b2-d890-4f9b-ab7c-034f3c35a856,2025-01-30 18:43:32
21038,6373,2,d5551116-7135-418a-be54-2b46757d0836,2025-02-13 15:20:20
21039,28978,4,2de70fdd-4f73-4511-8216-2a4688c62893,2025-02-09 02:06:31
21040,10125,2,67f410de-f741-4930-a21d-269584d92360,2025-02-20 16:15:04
21041,14096,4,4692f6a4-3bd7-40f7-b05f-abf101b6ed31,2025-02-12 10:51:19
21042,5341,1,bfd93759-6b91-4720-808f-aa13839a2c63,2025-02-18 11:54:52
21043,13260,1,3c9af39d-e775-485f-9fcd-4ac8cc261e64,2025-02-06 04:45:14
21044,22038,5,b458bc13-5be2-43d8-b486-08ab70639353,2025-02-26 03:52:19
21045,24695,5,19411dc8-78cc-4633-aa3b-2d65e7a72f43,2025-02-16 08:45:23
21046,18323,5,9a38c841-7f80-4488-9d11-d0e52713aa62,2025-02-17 17:29:39
21047,21553,2,0bddc3cf-7ada-431b-b1c4-92048cd7c15d,2025-02-17 19:13:59
21048,12731,5,4debf08f-e776-4695-8860-f9ab2553e0b7,2025-02-13 13:34:18
21049,7482,2,95f54b1f-21bd-46ca-9694-8b060daa961a,2025-02-01 18:28:43
21050,26253,5,ccfc91c5-b4e9-4479-9e05-930d6289ddb0,2025-02-11 21:00:37
21051,28849,5,46efe80f-8f91-419a-94e6-10afa73d2251,2025-02-10 09:19:16
21052,13279,3,4d42f1b7-c1a0-43d7-b808-c15946c1fb49,2025-02-18 11:06:49
21053,23409,2,6b221239-731b-4118-b1f3-74b791f3cf70,2025-02-08 00:13:16
21054,13243,2,8c224e45-dbde-4f99-91f2-545205e904d7,2025-02-21 12:48:12
21055,19983,3,2ef9d690-41a9-4f9c-b269-7edb4427f982,2025-02-18 10:15:55
21056,17184,2,d4785fbc-0f8a-4b9c-a235-a1812d9ed122,2025-02-25 05:27:24
21057,7220,2,9bfec2d2-8662-4f93-ac87-24ffc105e44c,2025-02-24 10:17:44
21058,3914,4,10b2efa6-2afa-4bca-90b5-2eed63cf3a45,2025-02-26 17:15:46
21059,29863,4,93fbe7fe-3f8d-4e98-b577-0b607b2aa7a4,2025-02-15 13:01:42
21060,12029,3,163debd4-ee0b-4a74-a631-c7aac8376f36,2025-02-14 22:04:28
21061,15693,3,0c5bf0e0-cd2b-4b83-a26d-3d7a8016dac4,2025-02-04 08:52:59
21062,11780,5,a0e2df29-187b-480c-a2d2-e3e40c180592,2025-02-05 12:40:36
21063,11598,1,57398ab5-d48a-49f3-bb3d-8a76d745f2b6,2025-02-12 07:12:34
21064,16998,2,1037c217-c640-472d-a573-c2792e7a1447,2025-02-05 18:59:22
21065,8059,2,e3ebfc43-46a5-4b08-b871-54f498670c3d,2025-02-14 21:00:40
21066,22032,2,95ed071a-429d-46f8-b61b-2dc1510d6234,2025-02-26 19:08:36
21067,26159,2,ef5816df-958a-4311-88fb-239c4bbb4311,2025-02-18 00:46:06
21068,28754,2,5ec4f16c-f444-4e47-9e13-45fa279fdc44,2025-02-05 14:40:09
21069,19208,1,c87b55af-b514-4b21-8a43-9a2b411376c8,2025-02-23 06:29:06
21070,26728,4,68716902-c64e-4eca-b03b-c9a338b386dd,2025-02-01 10:42:43
21071,28886,3,d5d293f3-f98a-4f15-bafb-dc6dd38dc5f1,2025-02-28 23:15:10
21072,15308,1,74a390cc-96fc-4e14-a9ef-c9f9ca8a48de,2025-02-24 12:04:17
21073,22716,3,68270153-8e53-41a9-b4f5-f59a4164965a,2025-02-25 09:27:32
21074,16543,4,ebd95ae2-6a33-4a71-a5a9-545f78b7afae,2025-02-19 14:12:23
21075,23887,1,9e790f18-4ae1-47ba-ae18-0094e5db2dfa,2025-02-18 06:58:54
21076,21401,2,91dd9174-b0ef-4288-bf6e-b7b4909766e5,2025-02-18 17:26:37
21077,29649,2,bec9df3b-c880-4192-879c-0dd444822309,2025-02-27 03:02:59
21078,3892,5,c25050f1-a9b8-43f0-982c-14970e681284,2025-03-01 14:08:43
21079,25467,3,94d70086-fe14-417f-ac03-0aa28e51945c,2025-02-14 22:31:27
21080,243,4,e4ff1181-c56a-45a0-8708-9d3721f0d32e,2025-02-23 07:20:41
21081,26902,4,ee76fd3e-affc-4180-89d6-d0a5db606a09,2025-02-11 00:17:19
21082,7749,3,945d7c5c-1ba1-466d-9576-d61c231f1efe,2025-02-16 07:23:11
21083,17113,3,e8c90000-87b8-4fd4-97f3-7264ae4b247e,2025-02-22 12:06:13
21084,3611,1,51cdc179-04f0-4113-ae5b-958e22a7ffa8,2025-02-02 20:37:54
21085,4743,1,548d089d-1764-48e7-84a7-87bb73caaf39,2025-03-01 05:59:48
21086,13247,4,c81f675a-b8bc-4ed5-8bfb-66c9ed1d9936,2025-02-05 17:50:25
21087,24934,1,01efb731-f932-4512-a92b-1fccc2bd48c6,2025-02-02 12:20:34
21088,27595,3,75be384a-c6ad-40e3-8aa2-197b32702f6d,2025-02-27 05:11:19
21089,3702,2,f39edc62-6c3b-45ee-a27c-94ad051e599e,2025-02-13 20:47:00
21090,9932,3,90c57470-aac9-4a3d-9086-5d7cff4707a8,2025-03-01 02:05:05
21091,12422,1,dd681ef7-c0b2-45a6-859f-132b35731b9d,2025-02-05 01:40:42
21092,2490,2,87db46a2-5c7a-4e32-a69b-b1e88ec93c1e,2025-02-22 02:39:46
21093,27792,1,09f8a01e-4c76-42eb-aa20-623fc5246461,2025-02-20 20:55:16
21094,21507,5,28d6da53-0633-45e8-9b2a-744d5f0276b0,2025-02-20 22:07:26
21095,18952,3,1befe24c-902e-4a9b-98ea-16cc8a639d7d,2025-02-02 02:43:23
21096,20705,2,00e7b6c4-448c-4352-8db8-1dbded1528c7,2025-02-18 09:29:15
21097,26393,4,23396313-f5f4-4779-8824-b6ccdd0cdd11,2025-02-03 18:09:53
21098,15870,2,f930884b-696d-4873-9bad-496d09375a97,2025-02-23 13:37:22
21099,16010,2,f7770d53-0ba4-416c-8042-d0ec7fc569e8,2025-02-28 10:11:42
21100,7296,1,d18845db-2e61-4f16-ad07-8896aa70b806,2025-02-10 18:44:08
21101,5016,3,4a5858d6-b9d5-46de-9eec-7ebd50a0b71b,2025-02-08 23:04:51
21102,794,5,2aef0748-b4bd-40e1-83b8-22fa22ec510e,2025-02-22 02:18:44
21103,24988,4,6fb85316-d34d-4e26-bdc1-c7cd356eed75,2025-02-16 22:01:17
21104,24845,3,7864576a-7567-48d0-8707-bf2b12ef6247,2025-02-04 02:57:29
21105,12775,5,9bca488f-4b83-47c0-920b-dd54a86f0d23,2025-02-11 12:21:12
21106,4509,4,cc95bafb-d9dc-47cf-8cff-1adc97a2ff25,2025-02-07 04:28:57
21107,12597,1,2948e5fa-8447-488d-a79f-b670c3238517,2025-02-25 12:33:05
21108,10088,5,1c22bf41-a0eb-4e86-ac6b-f5982ea024a6,2025-02-07 23:32:17
21109,14046,2,da1e353b-bee0-413d-bc51-c0956204da92,2025-02-03 02:36:31
21110,21732,3,8805b1c1-9dac-415b-801e-0e36c779e0a1,2025-02-25 15:18:23
21111,19044,3,da31535c-c7dd-41ce-b28f-5caedff56510,2025-02-15 10:27:52
21112,15838,3,cafd6b9f-7520-4e19-9057-b5d8893c18d0,2025-02-20 06:32:59
21113,6152,1,260d6c9b-3aa8-4e1c-9d93-059129cc36e9,2025-02-07 17:46:25
21114,466,2,e86bc7ba-2adf-47dc-8d29-a1ceaeb1f498,2025-02-09 00:33:38
21115,18001,2,fc26f918-64ff-4b13-b3f6-da57ea99a785,2025-02-06 16:30:03
21116,3040,5,44c7d274-f836-4ae2-be68-85d104d0c449,2025-02-12 06:37:35
21117,19270,3,84dce431-3149-49f9-b535-8786a20c347a,2025-02-07 20:41:00
21118,12496,3,edb14b9d-bd07-4320-9b5f-2006f9ec7883,2025-02-05 21:43:52
21119,18696,2,32aa2904-490d-4325-adee-0b2ded156b3a,2025-02-11 02:16:01
21120,9737,2,69b3684e-a186-405a-be9e-220faac0fd63,2025-02-16 12:14:53
21121,20592,2,c3cc97c8-654b-440f-915d-b6b8f9c20f4b,2025-02-02 21:37:41
21122,16404,1,55470605-b709-4f98-be9e-5bf8aa5957ba,2025-02-05 03:55:45
21123,19632,5,7d3dd432-28ea-4f08-898b-b11bc497996f,2025-02-06 19:24:12
21124,25255,4,406eaa12-84d1-4fa0-93a1-9f7ddd7425b9,2025-02-21 03:24:48
21125,13960,4,58b4a2ad-d0e2-46d8-b69b-fee4b2303070,2025-02-13 09:10:31
21126,15242,5,1013d90f-31e3-4db8-8fe4-b21c76b3ba77,2025-02-03 08:37:54
21127,5299,3,f664dacb-fd31-45ab-9e3f-7410507a1dd9,2025-02-06 14:30:11
21128,28066,2,7feb2394-00d5-4b9b-bd25-50700c80aa70,2025-02-26 02:26:31
21129,24754,1,f9d25224-1113-4086-986b-5f938014d336,2025-02-20 14:56:07
21130,21233,2,10115de5-a8e5-486b-8a54-6cd185405a56,2025-02-27 09:54:41
21131,28964,4,f7e77ae5-fc8d-4aec-8875-66bd7a607286,2025-02-08 05:23:47
21132,10201,3,1bce544c-438f-406f-829c-df8ff2dc5a44,2025-02-14 01:35:35
21133,28545,4,bda1c0e9-a592-4215-a1be-1b7af1604363,2025-02-10 01:38:12
21134,25525,1,7a8bad93-58f1-46fa-9d80-f0dfd34e7a55,2025-02-19 17:12:51
21135,7234,2,063b8047-8a49-41a9-b9c3-5eb1fe8baa75,2025-02-26 20:52:33
21136,1466,3,969d7235-c444-4c88-9628-6a8bb923dd94,2025-02-04 14:33:35
21137,21659,2,ba095178-0261-48cf-9636-817115f8c245,2025-02-22 08:02:26
21138,3306,1,c5753283-3f24-4d4b-86c5-c5616433cbb9,2025-02-13 00:06:26
21139,397,3,802725a9-2cd0-4e03-beae-85df64ca19e6,2025-02-07 09:26:55
21140,24976,3,ccfdacec-80e5-4d88-b325-da8c5982dd1e,2025-02-28 05:52:26
21141,10550,4,70817be0-7fba-4bf0-a5af-26133e14f609,2025-02-13 05:37:29
21142,28738,3,ba5a6762-74ef-4d83-860e-f803714d18a4,2025-02-04 05:11:39
21143,11292,3,7264b814-5d3a-41d3-98de-089683e651ff,2025-02-22 02:52:15
21144,21771,5,8683e96c-b03a-4f3f-893c-29bf908a34f0,2025-01-31 18:28:05
21145,10798,1,f10e9e39-dec2-42af-8122-7fa7297efd9b,2025-02-28 03:13:05
21146,22270,3,b8ca3648-7c63-4339-a8e0-551e90326f4a,2025-02-06 05:50:17
21147,18600,1,d9192661-d803-4681-a0ba-2160e6ca0067,2025-02-15 22:46:59
21148,24970,5,b401e8dd-d2e9-43e5-9e11-e3ec4fe63fb4,2025-02-10 07:37:04
21149,20006,4,3949e5b4-bfbe-4519-8351-5d937f3c41fb,2025-02-06 15:14:23
21150,27277,1,bd3678df-0857-4286-a539-47f56f29ea44,2025-02-13 02:31:00
21151,29387,1,6253f738-dc55-4615-8441-1eb81ac96bb6,2025-02-21 19:05:46
21152,11767,3,9515d5a2-e397-4b4f-bb8b-acf2cf3db87c,2025-02-14 22:10:06
21153,21112,3,cfe73e05-ca6d-4b83-a0f9-93b950f926f9,2025-02-02 03:02:56
21154,18375,1,2c8dc0d4-c3fa-4a80-b5ae-6bbc25606871,2025-02-07 23:18:42
21155,17030,5,4ba6f6e7-6421-4d76-ba38-357293168ec4,2025-02-24 00:20:02
21156,23418,2,fb2466d9-683b-4e64-8f26-aaa646db34b0,2025-02-13 07:43:41
21157,7924,1,e3701352-ccf4-48d1-875c-ebaabce83dcb,2025-02-17 09:59:33
21158,22991,3,2f12d07e-0dbd-412a-b03e-baef708c6253,2025-02-27 01:00:00
21159,28159,3,6a741e47-1447-4f60-bcad-e07e36d7b447,2025-02-12 23:29:06
21160,20767,4,222caf17-220e-4aff-8b54-9f236bb12c29,2025-02-25 14:27:55
21161,20920,2,404fca49-183e-4050-a4c4-36c7586b6ca6,2025-02-10 12:00:01
21162,21959,5,39b11a23-f81d-4a46-bd85-d62f75821d9a,2025-02-01 00:43:43
21163,26207,4,bf64e259-dcd2-405a-9112-3df4f57466b8,2025-02-03 05:16:58
21164,19009,2,f653aa30-9a4a-47bb-ad58-830ba6748fb8,2025-02-10 03:43:09
21165,15962,1,bbb7d19e-0d96-4cd2-a48b-e5d595141889,2025-02-06 05:10:22
21166,11371,3,2beb9c27-130b-4bd5-9195-b2f078171fdb,2025-02-18 03:35:41
21167,15473,5,20ca9c6e-4670-46b1-bd8f-f6249607e927,2025-02-02 03:19:13
21168,9075,3,fe1895b3-140a-448d-b55e-73f24b3d3352,2025-02-11 01:30:50
21169,25417,3,534f0406-7567-472a-8745-63f12d019099,2025-02-10 02:13:38
21170,16133,4,a1df4daf-3d79-486f-8050-3f0eb38bcd2d,2025-02-19 18:01:00
21171,9946,4,a91c342c-9473-4a10-ace4-c22811264c30,2025-02-27 18:39:11
21172,4793,2,69fb5175-7527-4c45-a1d3-f0b8dac1a35d,2025-02-05 04:22:27
21173,11510,4,7aab2328-c5ee-4759-b483-877b4e29b897,2025-02-07 14:22:34
21174,16426,5,6a7b69b5-934f-4ac2-b6be-080fdb5488c7,2025-02-08 06:15:19
21175,1893,2,4360669c-9076-4f7a-98ef-0807edbc10de,2025-02-08 04:43:30
21176,24954,4,99677051-49a2-414d-ac82-074df467ab05,2025-02-11 23:27:40
21177,1023,4,3e6b33b8-e5b9-4016-b4f4-5f7224275eb5,2025-02-15 18:54:44
21178,1722,2,9128b856-763b-470c-92cf-531732ac4475,2025-02-22 09:10:05
21179,341,4,9f07bbd6-6ff3-4362-a636-55f9ab21999a,2025-02-26 02:04:14
21180,21266,5,28451aad-9d34-4c1b-aeee-faf88ee3fa5e,2025-02-15 19:09:21
21181,17784,4,dcf37a24-ef93-4393-8be0-bf6c3b1b5446,2025-02-07 21:24:37
21182,5418,3,f0be73e2-83a1-41ad-ae07-4caa43c5c7a7,2025-02-22 16:42:34
21183,13659,4,61eef8fa-a39b-45b5-a821-a3ed274bd70e,2025-02-21 13:07:37
21184,1168,4,f558caea-60b2-44db-abc0-0ac583d7824d,2025-02-01 11:26:49
21185,10566,5,4ff408dd-b6be-4149-8f43-176c98bbd183,2025-02-09 10:05:17
21186,29229,5,1cf664f8-126d-492d-8e61-92134454af58,2025-02-23 10:18:32
21187,19277,5,928dd6c7-5f58-466b-be57-47b63914ef02,2025-02-25 12:35:43
21188,8707,3,4ea2bdb9-b748-49ce-a304-c3062e2c1ac3,2025-02-08 11:46:31
21189,25280,2,c1029923-87d9-46e5-90ce-5ebb0192124e,2025-02-26 06:15:51
21190,2725,2,9f8e5962-204a-43c7-8f07-c1d338f73301,2025-02-20 00:29:48
21191,7480,5,fb653698-4bb8-44a6-85b4-fb08aabe6a81,2025-02-10 13:27:47
21192,16626,2,bbd2af0c-0ec5-4d76-a7a1-34b67139170e,2025-02-10 21:41:10
21193,8151,3,955e1098-6bbb-4f97-b0ec-35f4153fdfcf,2025-02-11 04:07:40
21194,29250,5,58353c20-01fb-4d65-b407-873cb8e77925,2025-02-25 15:53:12
21195,8972,1,4074512b-503f-4c83-b993-23892dbb3f56,2025-02-14 15:13:33
21196,10533,1,54712885-bb18-427e-8950-1d133779f96a,2025-02-05 13:36:06
21197,15545,1,d2ed1f7c-570c-4990-83ec-e2cb86db4d80,2025-02-24 12:55:32
21198,14559,2,f4cd5632-6d06-4916-b361-5f2411d9275f,2025-02-24 09:47:48
21199,9337,2,7db20c46-165e-4bb7-a22d-58729431d398,2025-02-05 11:26:52
21200,28701,2,8d364503-d879-4b51-a4cc-60778cfa9a93,2025-02-24 07:37:04
21201,494,3,7ab98470-108a-406b-8c6e-ec2ae5c9d9b7,2025-02-19 17:01:11
21202,18924,5,ea7e4da4-84d6-40a1-bdb7-628febbaf691,2025-02-10 01:11:38
21203,21097,1,07b19408-a587-48ce-b99d-9dd0f6aacdbf,2025-02-11 22:14:33
21204,2805,4,219f3292-73ee-452f-8e0a-b4a75bd40ea2,2025-02-17 09:31:58
21205,27604,1,3a04f6bc-78a1-4444-b0bb-302a358653d1,2025-02-10 21:23:14
21206,17296,4,09c813b3-196b-4041-a00f-a3dd46dd7aff,2025-02-05 07:53:53
21207,23307,4,a9bfae57-dc59-4417-8efa-bf928ab7135d,2025-02-14 17:31:08
21208,9540,4,af7f14ea-acbc-4979-83e8-85e5a82b36cf,2025-02-06 23:10:12
21209,6003,1,cdb31f74-43b5-4d7b-befd-df7a358033d5,2025-02-12 05:23:04
21210,2538,5,74365de8-7d75-4547-8671-95b3d3464b88,2025-02-26 05:13:14
21211,9109,2,9d7ad13d-dd82-4b80-8461-211d4e92d413,2025-02-27 23:46:56
21212,8486,2,caef09b2-c66f-4d0d-8da4-d3e1fc9e5414,2025-02-12 17:51:12
21213,7498,5,46fabf94-be7a-4cd8-856f-47bd449a6226,2025-02-23 18:27:36
21214,16941,5,116daa55-43e3-4e33-8f83-68ff17345ad0,2025-02-13 21:55:57
21215,16352,5,250a72ed-bec0-40c3-86b0-9adddc1037ba,2025-02-26 16:15:32
21216,12730,5,13bf8a43-3004-4b36-b518-4705c651c51b,2025-02-20 04:19:03
21217,10852,4,b0c5a58e-50cc-47d4-b496-ae34e1ddba78,2025-02-13 14:11:19
21218,4552,4,f141a6d9-3892-4bb6-99f5-c3abf4131b5a,2025-01-31 19:44:08
21219,11128,2,0ce70370-7a53-49a6-bf61-84f8b2171bd7,2025-02-19 08:26:53
21220,6671,2,b4cc1704-a58b-436f-9c78-0b271e97478e,2025-02-18 02:03:22
21221,3251,3,16486bec-eea5-4758-9985-8f1175ddfd17,2025-02-21 15:42:42
21222,20589,5,b03fd8ee-a051-4e17-862a-fd9b4bc08aad,2025-02-16 12:02:10
21223,10530,3,66107733-d8ca-4362-bb9d-93401b107000,2025-02-23 15:10:45
21224,3096,3,588270b2-272a-4ef1-a7b0-97a32b5b6f2e,2025-02-05 23:41:04
21225,13282,4,1249923a-5a0e-4667-8da1-88d5feb1a194,2025-02-16 09:10:55
21226,26776,2,2131558a-30bd-45bc-8579-dd8872c1e506,2025-02-12 14:54:10
21227,17169,1,1a63bb96-f960-4c4a-8bc6-15f2f56e3aa1,2025-02-01 02:30:36
21228,23689,1,2f0bfdee-68d6-4bac-ac57-910ca5d36924,2025-02-18 17:45:40
21229,7868,5,cdb20070-0ab9-45c1-bfa3-62ba6bf227a3,2025-01-31 09:43:36
21230,22529,2,2c001e54-bdc5-42b0-a172-63401b584f57,2025-02-24 07:45:44
21231,21761,2,96c84a2a-90ab-478b-b4c8-546b10638df8,2025-02-14 23:38:19
21232,4872,2,e1214a49-b6fe-41ba-94ff-edc1043cb78d,2025-02-03 22:30:41
21233,16766,3,eac9f548-a18c-4326-a721-a2fd83123e70,2025-02-24 05:08:22
21234,1631,2,5294f79f-5d42-4200-972a-b5fd7248afda,2025-02-11 14:07:24
21235,3945,2,d6a7bfd2-0c30-4440-825f-19e804a16b94,2025-02-09 01:40:55
21236,9319,5,ba65cd57-5818-4687-90a2-1a4b0a22d88f,2025-02-26 10:30:24
21237,2885,2,549f3db2-7231-42e8-b132-a2acbb8992c9,2025-02-25 05:45:46
21238,27744,4,c2cccc5a-0500-4574-a052-f9618cf38f48,2025-02-19 19:18:08
21239,6873,1,73278c9c-d994-4831-ae94-5c34d85abef1,2025-02-22 01:21:48
21240,20918,2,6165668d-13e7-4b34-a882-96a421aa5a83,2025-02-07 07:01:01
21241,3427,4,179eca7b-aa69-4e79-984f-c9fb44d00381,2025-02-01 07:01:07
21242,17669,2,b20016b9-2be1-4b7f-9e3b-d2dc26739afb,2025-02-13 16:58:12
21243,3981,1,7e9f6611-d676-4834-bcac-8ffb7692aa25,2025-02-04 06:22:11
21244,11808,5,1d8afb4f-ff54-432a-9a2e-7792747ff95c,2025-02-21 22:18:46
21245,26840,2,973842d1-b8fc-412c-96cf-16dfaa5c93c9,2025-02-17 00:08:11
21246,28005,2,967956cb-c668-4099-b753-be094f0a18a4,2025-02-22 23:40:07
21247,20666,3,f1764fec-1919-4551-877c-1d064d415964,2025-02-17 18:48:02
21248,9584,3,e7bb503a-6682-4202-992e-0d95428dfa28,2025-02-28 23:38:45
21249,11670,3,0e22b5b0-5591-48e5-872b-0a76c951f3d8,2025-02-18 05:54:09
21250,18276,1,dc55e6bb-365b-4ca3-aa03-04cb17802cac,2025-02-14 05:45:29
21251,16652,1,96d62d85-b080-4cdf-874a-c781928fa365,2025-02-03 23:59:37
21252,17281,2,f31e7c93-3c15-4d44-83fa-7043d6bee6a2,2025-02-03 18:07:53
21253,7458,3,4faee730-db45-4eaf-85f9-89c45e4b43f7,2025-03-01 02:59:54
21254,26295,3,623fa4ea-5e93-43e9-8d25-c347a8510e67,2025-02-15 03:26:41
21255,15663,1,44558a4c-458f-43a5-9bd5-ec20a4cd0fb1,2025-02-19 10:49:48
21256,5833,5,72494d2f-784a-49a4-8a37-276ac763c50a,2025-02-09 13:07:30
